CustomerID,Frequency,Monetary,R_Score,F_Score,M_Score,Churn
12701.0,2,797.71,2,2,3,0
12702.0,1,219.0,4,1,1,0
12703.0,2,274.7,3,2,2,0
12704.0,10,2220.84,5,5,5,0
12705.0,14,6814.24,4,5,5,0
12707.0,1,603.42,1,1,3,1
12708.0,16,2616.32,4,5,5,0
12709.0,26,9264.1,5,5,5,0
12710.0,4,1130.57,2,4,4,1
12712.0,17,4241.63,4,5,5,0
12713.0,1,848.55,5,1,3,0
12714.0,5,4708.86,5,4,5,0
12715.0,1,343.36,2,1,2,1
12716.0,2,1053.49,5,2,4,0
12717.0,3,980.98,2,3,4,1
12718.0,1,238.25,3,1,2,0
12719.0,3,608.1,5,3,3,0
12720.0,29,5713.28,5,5,5,0
12721.0,7,2628.98,4,4,5,0
12722.0,6,904.33,2,4,4,0
12723.0,5,725.07,5,4,3,0
12724.0,4,1031.41,5,4,4,0
12725.0,1,427.8,1,1,2,1
12726.0,7,2609.1,4,4,5,0
12727.0,9,3947.7,5,5,5,0
12728.0,4,836.33,3,4,3,0
12729.0,1,453.01,2,1,2,1
12731.0,14,18793.41,4,5,5,0
12732.0,1,236.26,1,1,2,1
12733.0,1,383.95,1,1,2,1
12734.0,1,110.4,1,1,1,1
12735.0,2,779.5699999999999,1,2,3,1
12736.0,1,234.0,1,1,2,1
12738.0,1,155.35,1,1,1,1
12739.0,2,1013.04,2,2,4,0
12740.0,1,427.6,3,1,2,0
12743.0,2,540.13,2,2,3,1
12744.0,10,9120.39,3,5,5,0
12747.0,11,4196.01,5,5,5,0
12748.0,224,28405.56,5,5,5,0
12749.0,8,3868.2,5,5,5,0
12750.0,1,275.88,2,1,2,1
12752.0,1,4366.78,2,1,5,0
12753.0,11,21024.01,5,5,5,0
12754.0,5,2949.12,1,4,5,1
12755.0,4,2203.2000000000003,1,4,5,1
12756.0,1,112.08,2,1,1,0
12757.0,19,4205.25,4,5,5,0
12758.0,2,2791.59,2,2,5,1
12759.0,3,1531.44,3,3,4,0
12762.0,2,1898.52,5,2,4,0
12763.0,2,494.08,2,2,3,1
12764.0,1,1693.88,1,1,4,1
12766.0,7,6989.63,5,4,5,0
12769.0,1,1143.6,1,1,4,1
12770.0,1,1351.45,1,1,4,1
12772.0,1,892.47,3,1,3,0
12775.0,6,1351.24,4,4,4,0
12778.0,7,804.23,4,4,3,0
12779.0,12,3868.7,4,5,5,0
12781.0,5,707.72,4,4,3,0
12782.0,6,2273.32,5,4,5,0
12783.0,8,1603.87,5,5,4,0
12784.0,2,532.82,5,2,3,0
12785.0,2,305.71,5,2,2,0
12787.0,3,463.66,5,3,3,0
12789.0,1,91.85,3,1,1,0
12790.0,1,324.92,1,1,2,1
12791.0,1,192.6,1,1,1,1
12792.0,1,400.54,1,1,2,1
12793.0,2,545.48,1,2,3,1
12794.0,2,860.41,3,2,3,0
12795.0,1,430.48,4,1,2,0
12797.0,3,194.18,1,3,1,1
12798.0,3,6977.04,5,3,5,0
12802.0,2,412.58,1,2,2,1
12808.0,3,483.65,3,3,3,0
12809.0,2,484.36,2,2,3,1
12811.0,3,514.85,1,3,3,1
12812.0,1,229.64,3,1,1,0
12814.0,1,125.92,2,1,1,1
12815.0,2,1063.46,2,2,4,1
12816.0,2,572.2,2,2,3,1
12817.0,1,166.04000000000002,1,1,1,1
12818.0,2,1517.88,2,2,4,1
12820.0,4,942.34,5,4,4,0
12821.0,1,92.72,1,1,1,1
12822.0,3,918.98,3,3,4,0
12823.0,5,1759.5,2,4,4,0
12824.0,1,397.12,3,1,2,0
12826.0,8,1468.12,5,5,4,0
12827.0,3,430.15,5,3,2,0
12828.0,6,1018.71,5,4,4,0
12829.0,3,253.05,1,3,2,1
12830.0,7,6748.4,3,4,5,0
12831.0,1,215.05,1,1,1,1
12832.0,2,383.03,4,2,2,0
12833.0,1,417.38,2,1,2,1
12834.0,1,312.38,1,1,2,1
12836.0,4,2610.36,3,4,5,0
12837.0,1,134.1,2,1,1,1
12838.0,2,671.95,3,2,3,0
12839.0,16,5583.62,5,5,5,0
12840.0,6,2714.27,2,4,5,1
12841.0,26,3845.63,5,5,5,0
12842.0,2,1118.99,3,2,4,0
12843.0,9,1680.76,3,5,4,0
12844.0,2,325.96000000000004,4,2,2,0
12845.0,4,354.09000000000003,1,4,2,1
12847.0,1,843.64,4,1,3,0
12849.0,2,1010.29,4,2,4,0
12851.0,1,131.81,2,1,1,1
12852.0,2,299.75,1,2,2,1
12853.0,9,1881.7,2,5,4,1
12854.0,5,1280.9,2,4,4,0
12855.0,1,38.1,1,1,1,1
12856.0,8,2153.53,5,5,5,0
12857.0,2,1106.4,1,2,4,1
12863.0,2,504.2,3,2,3,0
12864.0,1,147.12,2,1,1,1
12865.0,3,1548.07,4,3,4,0
12866.0,1,559.12,1,1,3,1
12867.0,10,3958.74,4,5,5,0
12868.0,6,1607.0600000000002,1,4,4,1
12870.0,1,-14.9,1,1,1,1
12871.0,2,380.64,2,2,2,0
12872.0,2,599.97,1,2,3,1
12873.0,1,374.0,1,1,2,1
12875.0,2,343.2300000000001,2,2,2,1
12876.0,2,2218.02,3,2,5,0
12877.0,12,1535.77,5,5,4,0
12878.0,3,841.64,4,3,3,0
12879.0,4,552.57,3,4,3,0
12881.0,1,298.0,1,1,2,1
12882.0,2,1463.04,5,2,4,0
12883.0,4,703.47,4,4,3,0
12884.0,1,309.05,2,1,2,0
12885.0,4,1158.27,3,4,4,0
12886.0,3,1351.09,3,3,4,0
12888.0,4,313.77,1,4,2,1
12890.0,1,376.72,4,1,2,0
12891.0,3,331.0,1,3,2,1
12893.0,1,176.55,4,1,1,0
12895.0,3,347.3,3,3,2,0
12897.0,2,216.5,1,2,1,1
12901.0,36,16293.1,5,5,5,0
12902.0,1,138.68,1,1,1,1
12904.0,2,496.06,4,2,3,0
12906.0,5,2919.81,4,4,5,0
12908.0,4,246.0,3,4,2,0
12909.0,8,2128.83,3,5,5,0
12910.0,8,3075.04,4,5,5,0
12912.0,5,1662.3,5,4,4,0
12913.0,5,2483.63,5,4,5,0
12915.0,2,363.65,2,2,2,1
12916.0,5,2921.15,2,4,5,1
12917.0,1,594.0,2,1,3,1
12919.0,8,1301.44,5,5,4,0
12920.0,1,162.78,4,1,1,0
12921.0,50,16389.74,5,5,5,0
12922.0,1,405.38,2,1,2,1
12923.0,1,172.82,3,1,1,0
12924.0,5,929.95,2,4,4,0
12925.0,2,694.05,5,2,3,0
12928.0,5,2062.7,3,4,5,0
12929.0,2,105.1,2,2,1,1
12930.0,4,409.9,2,4,2,0
12931.0,20,33462.81,4,5,5,0
12933.0,4,606.28,4,4,3,0
12935.0,8,2156.45,5,5,5,0
12936.0,5,1012.9,4,4,4,0
12937.0,4,1504.27,4,4,4,0
12938.0,1,114.14,4,1,1,0
12939.0,8,11581.8,3,5,5,0
12940.0,4,862.44,3,4,3,0
12942.0,3,675.6,2,3,3,1
12943.0,1,-3.75,1,1,1,1
12944.0,2,604.51,3,2,3,0
12945.0,1,462.95,1,1,2,1
12947.0,11,1407.29,2,5,4,1
12948.0,8,2053.7,4,5,5,0
12949.0,10,4143.02,4,5,5,0
12950.0,3,1843.0,5,3,4,0
12951.0,8,1042.07,5,5,4,0
12952.0,5,1382.84,5,4,4,0
12953.0,1,329.85,5,1,2,0
12955.0,14,4734.26,5,5,5,0
12956.0,1,108.07,1,1,1,1
12957.0,12,3979.04,5,5,5,0
12962.0,2,266.39,5,2,2,0
12963.0,9,1841.03,5,5,4,0
12965.0,1,769.8100000000001,2,1,3,0
12966.0,1,160.18,5,1,1,0
12967.0,4,1194.75,5,4,4,0
12968.0,1,135.95,2,1,1,1
12970.0,4,405.47,5,4,2,0
12971.0,89,10930.26,5,5,5,0
12974.0,1,144.8,1,1,1,1
12976.0,1,738.6,1,1,3,1
12977.0,1,39.24,2,1,1,1
12980.0,12,7092.06,2,5,5,1
12981.0,2,372.22,4,2,2,0
12982.0,2,377.2,1,2,2,1
12984.0,1,97.5,4,1,1,0
12985.0,3,1215.62,5,3,4,0
12987.0,3,545.0,2,3,3,0
12988.0,1,505.82,1,1,3,1
12989.0,19,6854.51,5,5,5,0
12990.0,3,409.5,4,3,2,0
12991.0,2,503.76,4,2,3,0
12993.0,4,414.76,4,4,2,0
12994.0,5,902.22,5,4,3,0
12995.0,2,200.72,2,2,1,0
12997.0,7,1197.94,4,4,4,0
12999.0,3,455.88,1,3,2,1
13000.0,3,534.85,2,3,3,1
13001.0,15,9765.07,5,5,5,0
13002.0,1,120.95,1,1,1,1
13003.0,3,149.05,2,3,1,1
13004.0,22,5613.43,4,5,5,0
13005.0,3,468.95,2,3,3,1
13006.0,1,81.57,3,1,1,0
13008.0,2,178.47,1,2,1,1
13011.0,1,50.55,1,1,1,1
13012.0,11,1296.62,5,5,4,0
13013.0,15,4786.99,5,5,5,0
13014.0,16,3365.43,5,5,5,0
13015.0,5,3339.64,3,4,5,0
13016.0,3,789.89,2,3,3,0
13017.0,1,204.0,5,1,1,0
13018.0,29,7272.75,4,5,5,0
13021.0,12,2584.4,5,5,5,0
13023.0,2,689.9,3,2,3,0
13026.0,8,936.15,5,5,4,0
13027.0,6,6912.0,2,4,5,1
13028.0,3,659.68,4,3,3,0
13029.0,3,1247.5,4,3,4,0
13030.0,2,752.44,5,2,3,0
13032.0,3,996.52,3,3,4,0
13033.0,1,190.55,1,1,1,1
13034.0,2,642.77,3,2,3,0
13035.0,3,886.63,3,3,3,0
13037.0,3,881.07,2,3,3,1
13038.0,3,908.46,2,3,4,0
13040.0,2,676.99,5,2,3,0
13043.0,2,471.57,1,2,3,1
13044.0,1,560.47,1,1,3,1
13045.0,1,305.28000000000003,2,1,2,1
13046.0,2,629.31,4,2,3,0
13047.0,18,3079.1,4,5,5,0
13048.0,5,1789.41,4,4,4,0
13049.0,2,656.6800000000001,3,2,3,0
13050.0,28,5684.61,5,5,5,0
13052.0,1,348.15000000000003,1,1,2,1
13055.0,4,1201.96,3,4,4,0
13058.0,3,271.40000000000003,4,3,2,0
13059.0,1,183.4,1,1,1,1
13060.0,1,307.53000000000003,1,1,2,1
13061.0,1,248.61,2,1,2,0
13062.0,1,346.98,1,1,2,1
13064.0,4,1105.59,4,4,4,0
13065.0,1,205.86,1,1,1,1
13066.0,3,430.9,4,3,2,0
13067.0,1,115.46,2,1,1,0
13068.0,2,344.0,5,2,2,0
13069.0,27,3713.14,5,5,5,0
13070.0,1,228.8,1,1,1,1
13072.0,1,177.15,1,1,1,1
13075.0,1,919.61,2,1,4,1
13077.0,4,728.02,5,4,3,0
13078.0,43,12432.28,5,5,5,0
13079.0,5,220.1,5,4,1,0
13080.0,1,58.08,1,1,1,1
13081.0,21,27964.48,5,5,5,0
13082.0,10,3595.48,2,5,5,1
13083.0,2,303.75,5,2,2,0
13085.0,3,272.38,2,3,2,1
13089.0,118,57322.13,5,5,5,0
13090.0,18,8689.39,5,5,5,0
13091.0,2,319.82,4,2,2,0
13092.0,6,459.83,3,4,2,0
13093.0,13,7741.47,1,5,5,1
13094.0,16,1708.86,4,5,4,0
13095.0,1,74.39999999999999,3,1,1,0
13097.0,14,5886.12,3,5,5,0
13098.0,41,28658.88,5,5,5,0
13099.0,1,207.36,2,1,1,1
13101.0,1,101.19,1,1,1,1
13102.0,27,6336.29,5,5,5,0
13103.0,1,243.94,3,1,2,0
13104.0,6,1098.48,5,4,4,0
13106.0,2,59.5,2,2,1,1
13107.0,5,1524.07,3,4,4,0
13108.0,1,350.06,1,1,2,1
13109.0,5,766.84,5,4,3,0
13110.0,8,1452.87,4,5,4,0
13113.0,40,10510.0,5,5,5,0
13115.0,14,2205.63,5,5,5,0
13116.0,2,485.19,2,2,3,1
13117.0,8,984.91,4,5,4,0
13118.0,7,1125.0,4,5,4,0
13120.0,1,30.6,1,1,1,1
13121.0,2,254.73,1,2,2,1
13122.0,2,922.39,2,2,4,1
13124.0,3,3756.33,2,3,5,0
13126.0,10,2056.29,5,5,5,0
13127.0,1,259.17,2,1,2,0
13130.0,1,64.0,2,1,1,1
13131.0,4,1039.3,4,4,4,0
13132.0,1,77.3,1,1,1,1
13133.0,2,109.8,1,2,1,1
13134.0,7,1740.63,2,5,4,0
13135.0,1,3096.0,1,1,5,1
13136.0,11,2545.38,3,5,5,0
13137.0,9,3557.96,5,5,5,0
13138.0,6,962.39,4,4,4,0
13139.0,8,5055.79,4,5,5,0
13140.0,3,422.47,2,3,2,1
13141.0,6,2385.8,2,4,5,0
13142.0,1,307.09000000000003,4,1,2,0
13144.0,1,110.95,1,1,1,1
13145.0,5,614.77,3,4,3,0
13146.0,1,228.91,4,1,1,0
13147.0,4,712.8,5,4,3,0
13148.0,17,3324.62,4,5,5,0
13149.0,4,1676.06,4,4,4,0
13151.0,2,1250.37,1,2,4,1
13153.0,1,486.22,5,1,3,0
13154.0,1,-611.86,2,1,1,1
13155.0,4,971.76,3,4,4,0
13157.0,5,1721.57,3,4,4,0
13158.0,4,1201.06,2,4,4,1
13159.0,5,1371.25,5,4,4,0
13160.0,1,91.8,4,1,1,0
13161.0,1,112.75,1,1,1,1
13162.0,5,1644.99,2,4,4,1
13165.0,2,1021.48,3,2,4,0
13166.0,2,414.7,1,2,2,1
13167.0,4,791.33,4,4,3,0
13168.0,5,1290.54,3,4,4,0
13169.0,2,712.88,3,2,3,0
13170.0,1,108.81,4,1,1,0
13171.0,5,426.81,5,4,2,0
13173.0,2,353.65000000000003,5,2,2,0
13174.0,3,2742.82,4,3,5,0
13176.0,1,481.49,3,1,3,0
13177.0,1,282.45,3,1,2,0
13178.0,11,5725.47,4,5,5,0
13182.0,1,121.18,3,1,1,0
13183.0,9,3957.78,5,5,5,0
13184.0,12,1616.45,4,5,4,0
13185.0,1,71.4,1,1,1,1
13186.0,5,1539.69,3,4,4,0
13187.0,1,236.02,1,1,2,1
13188.0,1,114.6,5,1,1,0
13189.0,2,260.68,4,2,2,0
13192.0,2,911.94,2,2,4,1
13193.0,1,112.08,3,1,1,0
13194.0,1,60.7,2,1,1,1
13196.0,4,1797.78,5,4,4,0
13198.0,8,3384.09,5,5,5,0
13199.0,39,9803.96,5,5,5,0
13200.0,4,870.09,4,4,3,0
13203.0,4,869.46,5,4,3,0
13207.0,2,250.26,4,2,2,0
13208.0,7,1199.65,3,5,4,0
13209.0,11,5820.16,4,5,5,0
13210.0,1,353.48,2,1,2,1
13211.0,3,1095.42,5,3,4,0
13212.0,4,779.33,5,4,3,0
13213.0,6,1518.43,3,4,4,0
13216.0,1,333.74,1,1,2,1
13217.0,5,133.62,2,4,1,1
13218.0,1,62.64,2,1,1,1
13220.0,4,819.2900000000001,2,4,3,0
13221.0,2,847.41,1,2,3,1
13223.0,2,163.2,1,2,1,1
13224.0,3,2150.85,3,3,5,0
13225.0,8,6083.04,5,5,5,0
13226.0,1,108.21,1,1,1,1
13227.0,1,257.7,1,1,2,1
13228.0,1,358.0,2,1,2,0
13229.0,1,160.95,1,1,1,1
13230.0,15,2712.07,5,5,5,0
13232.0,7,1328.35,4,5,4,0
13233.0,2,605.12,2,2,3,0
13235.0,2,101.17000000000009,1,2,1,1
13236.0,3,727.27,4,3,3,0
13238.0,5,680.83,5,4,3,0
13239.0,1,329.56,1,1,2,1
13240.0,4,663.65,2,4,3,1
13242.0,3,270.40000000000003,2,3,2,1
13243.0,1,585.12,1,1,3,1
13244.0,1,121.74,2,1,1,1
13245.0,1,430.5,3,1,2,0
13246.0,7,1896.32,4,5,4,0
13247.0,4,501.12,4,4,3,0
13248.0,2,465.68,2,2,3,1
13249.0,3,711.41,2,3,3,1
13253.0,2,1030.4,2,2,4,1
13255.0,3,390.66,5,3,2,0
13256.0,1,0.0,4,1,1,0
13258.0,3,672.83,4,3,3,0
13259.0,1,283.18,3,1,2,0
13260.0,1,557.62,3,1,3,0
13261.0,2,944.1,1,2,4,1
13262.0,1,200.29,1,1,1,1
13263.0,35,7436.93,5,5,5,0
13265.0,5,2092.66,3,4,5,0
13266.0,19,3717.67,5,5,5,0
13267.0,27,4404.4400000000005,5,5,5,0
13268.0,15,3127.7,4,5,5,0
13269.0,17,5312.97,5,5,5,0
13270.0,1,590.0,1,1,3,1
13271.0,2,172.37,3,2,1,0
